id;the_geom;ID;POJEMNOSC
handel_region.392;MULTIPOLYGON (((623845.76 480642.5799999994, 623872.88 480632.9049999994, 623870.51 480625.94499999937, 623867.96 480618.38499999937, 623870.69 480617.48499999935, 623870.1799999999 480615.92499999935, 623870.66 480615.7749999994, 623870.24 480614.7099999994, 623864.42 480616.92999999935, 623864.33 480616.6599999994, 623861.57 480617.69499999937, 623861.66 480617.93499999936, 623858.21 480619.17999999935, 623858.54 480620.06499999936, 623840.12 480626.75499999936, 623845.76 480642.5799999994)));392;34
handel_region.393;MULTIPOLYGON (((624494.42 480074.67999999935, 624496.07 480079.68999999936, 624506.45 480075.93999999936, 624504.5 480070.7199999994, 624499.34 480072.5799999994, 624499.46 480072.9099999994, 624494.42 480074.67999999935)));393;4
handel_region.394;MULTIPOLYGON (((624567.05 480083.1399999994, 624563.33 480072.8949999994, 624546.83 480079.0299999994, 624550.64 480089.18499999936, 624567.05 480083.1399999994)));394;13
handel_region.395;MULTIPOLYGON (((624686.78 480043.6449999994, 624688.1 480038.8299999994, 624685.97 480038.22999999934, 624687.5599999999 480032.54499999934, 624675.41 480029.18499999936, 624672.02 480041.3949999994, 624684.14 480044.73999999935, 624684.62 480043.04499999934, 624686.78 480043.6449999994)));395;11
handel_region.396;MULTIPOLYGON (((622776.38 467898.3249999994, 622772.1799999999 467897.3949999994, 622769.96 467907.5199999994, 622774.19 467908.4649999994, 622776.38 467898.3249999994)));396;3
handel_region.397;MULTIPOLYGON (((623879.66 467860.37499999936, 623872.25 467853.5349999994, 623862.6799999999 467864.30499999935, 623865.62 467867.00499999936, 623863.67 467869.1049999994, 623866.04 467871.2649999994, 623867.96 467869.17999999935, 623869.91 467870.9649999994, 623879.66 467860.37499999936)));397;10
handel_region.398;MULTIPOLYGON (((622335.74 469456.1499999994, 622328.57 469449.8349999994, 622322.33 469457.04999999935, 622329.53 469463.30499999935, 622335.74 469456.1499999994)));398;6
handel_region.399;MULTIPOLYGON (((622748.8099999999 469861.73499999935, 622742.6 469859.24499999936, 622735.58 469876.5999999994, 622741.79 469879.1049999994, 622743.44 469875.00999999937, 622745.03 469875.6549999994, 622746.08 469873.0899999994, 622744.52 469872.4149999994, 622748.8099999999 469861.73499999935)));399;9
handel_region.400;MULTIPOLYGON (((624858.47 480164.5149999994, 624858.83 480161.3349999994, 624852.83 480160.67499999935, 624850.16 480160.4049999994, 624850.67 480155.3349999994, 624838.82 480153.8949999994, 624837.95 480161.99499999936, 624858.47 480164.5149999994)));400;8
handel_region.401;MULTIPOLYGON (((624908.78 480125.93499999936, 624910.7 480114.2649999994, 624887.0599999999 480110.3349999994, 624885.17 480121.8249999994, 624908.78 480125.93499999936)));401;19
handel_region.402;MULTIPOLYGON (((624912.65 480167.0799999994, 624914.0599999999 480156.06999999937, 624904.37 480154.9599999994, 624902.99 480165.80499999935, 624912.65 480167.0799999994)));402;7
handel_region.403;MULTIPOLYGON (((624895.04 480197.0949999994, 624898.58 480170.0949999994, 624891.53 480169.17999999935, 624890.63 480175.5849999994, 624887.69 480195.98499999935, 624895.04 480197.0949999994)));403;13
handel_region.404;MULTIPOLYGON (((625012.4299999999 480232.6599999994, 625013.6 480223.49499999936, 625014.83 480213.99999999936, 625000.25 480212.16999999934, 624997.58 480230.85999999935, 625012.4299999999 480232.6599999994)));404;19
handel_region.405;MULTIPOLYGON (((625062.23 480255.86499999935, 625053.6799999999 480254.5149999994, 625049.96 480281.3499999994, 625055.51 480281.9049999994, 625055.72 480279.7749999994, 625058.87 480280.11999999936, 625062.23 480255.86499999935)));405;15
handel_region.406;MULTIPOLYGON (((625148.51 480182.06499999936, 625144.76 480169.0299999994, 625138.19 480170.91999999934, 625141.94 480183.9549999994, 625148.51 480182.06499999936)));406;6
handel_region.407;MULTIPOLYGON (((625623.65 469859.2749999994, 625627.16 469857.0399999994, 625634.24 469852.49499999936, 625630.73 469846.98999999935, 625620.14 469853.7849999994, 625623.65 469859.2749999994)));407;5
handel_region.408;MULTIPOLYGON (((626493.74 467964.38499999937, 626480.69 467962.13499999937, 626479.64 467968.13499999937, 626492.66 467970.36999999936, 626493.74 467964.38499999937)));408;5
handel_region.409;MULTIPOLYGON (((627259.73 480518.5149999994, 627252.41 480499.7649999994, 627248.78 480501.18999999936, 627247.97 480498.93999999936, 627245.66 480499.79499999934, 627246.5 480502.0149999994, 627241.73 480503.93499999936, 627249.02 480522.68499999936, 627259.73 480518.5149999994)));409;16
handel_region.410;MULTIPOLYGON (((626089.61 481351.7799999994, 626065.94 481339.4649999994, 626064.32 481342.55499999935, 626058.62 481339.5849999994, 626058.89 481339.1649999994, 626046.92 481332.93999999936, 626040.44 481345.4049999994, 626058.5599999999 481354.5249999994, 626059.85 481351.9599999994, 626077.49 481360.85499999934, 626082.5 481363.4049999994, 626084.84 481358.7849999994, 626085.71 481359.2199999994, 626089.61 481351.7799999994)));410;42
handel_region.411;MULTIPOLYGON (((626131.49 481194.11499999935, 626123.87 481193.10999999935, 626123.96 481192.61499999935, 626117.9299999999 481191.6399999994, 626117.87 481192.13499999937, 626110.3099999999 481190.81499999936, 626108.72 481201.4649999994, 626129.87 481204.6449999994, 626131.49 481194.11499999935)));411;15
handel_region.412;MULTIPOLYGON (((626154.5599999999 481201.1499999994, 626154.23 481195.10499999934, 626146.13 481195.68999999936, 626146.7 481204.3449999994, 626151.11 481204.05999999936, 626150.99 481201.50999999937, 626154.5599999999 481201.1499999994)));412;4
handel_region.413;MULTIPOLYGON (((626261.63 480224.87499999936, 626253.41 480221.3949999994, 626248.55 480232.9149999994, 626256.77 480236.36499999935, 626261.63 480224.87499999936)));413;7
handel_region.414;MULTIPOLYGON (((626229.23 480252.8949999994, 626227.79 480244.0899999994, 626226.74 480244.25499999936, 626221.88 480245.1549999994, 626223.32 480253.85499999934, 626229.23 480252.8949999994)));414;4
handel_region.415;MULTIPOLYGON (((625381.85 480243.4149999994, 625391.96 480240.29499999934, 625400.15 480237.74499999936, 625398.71 480233.2749999994, 625394.0599999999 480217.79499999934, 625392.38 480212.36499999935, 625386.32 480214.11999999936, 625387.13 480216.56499999936, 625374.38 480220.62999999936, 625381.85 480243.4149999994)));415;32
handel_region.416;MULTIPOLYGON (((625848.02 481203.36999999936, 625838.39 481198.79499999934, 625832.09 481212.06999999937, 625841.78 481216.5849999994, 625848.02 481203.36999999936)));416;10
handel_region.417;MULTIPOLYGON (((625863.59 481214.54499999934, 625879.34 481209.17499999935, 625868.36 481204.04499999934, 625868.24 481204.3449999994, 625863.59 481214.54499999934)));417;5
handel_region.418;MULTIPOLYGON (((625593.41 481262.5149999994, 625589.09 481259.12499999936, 625584.53 481264.92999999935, 625566.89 481251.0249999994, 625562.69 481256.24499999936, 625584.5599999999 481273.5849999994, 625593.41 481262.5149999994)));418;15
handel_region.419;MULTIPOLYGON (((625036.49 482050.31499999936, 625037.42 482042.42499999935, 625039.16 482028.0999999994, 625027.67 482026.6449999994, 625025 482048.91999999934, 625036.49 482050.31499999936)));419;17
handel_region.420;MULTIPOLYGON (((626199.47 480144.92499999935, 626198.63 480138.3999999994, 626177.84 480141.11499999935, 626178.62 480147.0999999994, 626199.47 480144.92499999935)));420;9
handel_region.421;MULTIPOLYGON (((627205.49 480026.06499999936, 627203.96 480021.36999999936, 627184.46 480027.7149999994, 627185.96 480032.4099999994, 627187.79 480031.8249999994, 627205.49 480026.06499999936)));421;7
handel_region.422;MULTIPOLYGON (((627254.39 480139.3449999994, 627264.23 480135.4149999994, 627262.13 480130.2099999994, 627252.32 480134.1549999994, 627254.39 480139.3449999994)));422;4
handel_region.423;MULTIPOLYGON (((627349.01 480143.1399999994, 627347.51 480137.7099999994, 627318.5599999999 480145.7049999994, 627320.21 480151.2849999994, 627328.94 480148.7649999994, 627343.58 480144.7149999994, 627349.01 480143.1399999994)));423;11
handel_region.424;MULTIPOLYGON (((627295.88 480221.0349999994, 627292.61 480213.66999999934, 627280.34 480219.0849999994, 627283.61 480226.43499999936, 627295.88 480221.0349999994)));424;7
handel_region.425;MULTIPOLYGON (((627329.96 480279.62499999936, 627327.41 480273.56499999936, 627314.72 480278.93499999936, 627317.24 480284.97999999934, 627329.96 480279.62499999936)));425;6
handel_region.426;MULTIPOLYGON (((627414.5 480523.2099999994, 627408.08 480506.81499999936, 627403.19 480495.17499999935, 627397.3099999999 480497.5299999994, 627401.9299999999 480509.2149999994, 627407.42 480522.98499999935, 627410.1799999999 480521.87499999936, 627411.26 480524.54499999934, 627414.5 480523.2099999994)));426;13
handel_region.427;MULTIPOLYGON (((625468.49 481895.2149999994, 625468.13 481889.81499999936, 625468.4299999999 481889.79999999935, 625468.28 481888.37499999936, 625459.76 481888.9149999994, 625460.36 481895.7849999994, 625468.49 481895.2149999994)));427;4
handel_region.428;MULTIPOLYGON (((625596.83 481982.7099999994, 625596.23 481972.5249999994, 625590.74 481972.92999999935, 625591.19 481978.7199999994, 625590.05 481978.8249999994, 625590.44 481983.18999999936, 625596.83 481982.7099999994)));428;4
handel_region.429;MULTIPOLYGON (((625537.22 482041.98999999935, 625529.8099999999 482042.5749999994, 625530.35 482049.00999999937, 625537.73 482048.48499999935, 625537.22 482041.98999999935)));429;3
handel_region.430;MULTIPOLYGON (((625665.14 482036.91999999934, 625703.15 482033.9049999994, 625701.44 482009.3349999994, 625663.13 482012.00499999936, 625665.14 482036.91999999934)));430;63
handel_region.431;MULTIPOLYGON (((627950.21 480760.6449999994, 627945.59 480742.1649999994, 627939.62 480743.6649999994, 627944.3 480762.1449999994, 627950.21 480760.6449999994)));431;8
handel_region.432;MULTIPOLYGON (((626033.45 481203.74499999936, 626043.23 481203.2649999994, 626042.87 481200.48999999935, 626041.25 481200.5949999994, 626040.2 481179.74499999936, 626031.53 481180.29999999935, 626032.64 481197.36999999936, 626033.12 481197.3399999994, 626033.45 481203.74499999936)));432;13
handel_region.433;MULTIPOLYGON (((626037.59 481229.9049999994, 626018 481219.31499999936, 626013.71 481227.30999999936, 626032.94 481237.7049999994, 626037.59 481229.9049999994)));433;13
handel_region.434;MULTIPOLYGON (((626033.1799999999 481395.2799999994, 626035.91 481390.9599999994, 626035.79 481389.3249999994, 626024.27 481390.1649999994, 626024.45 481393.2099999994, 626025.5599999999 481394.85999999935, 626031.38 481398.3249999994, 626033.1799999999 481395.2799999994)));434;4
handel_region.435;MULTIPOLYGON (((626135.87 481382.87499999936, 626122.19 481375.67499999935, 626118.98 481373.99499999936, 626116.97 481372.9149999994, 626111.87 481382.60499999934, 626130.77 481392.56499999936, 626135.87 481382.87499999936)));435;16
handel_region.436;MULTIPOLYGON (((626530.67 482703.1599999994, 626534.6 482695.5249999994, 626528.48 482692.4049999994, 626527.61 482694.11499999935, 626527.16 482694.9549999994, 626522.9 482692.7649999994, 626520.23 482697.80499999935, 626530.67 482703.1599999994)));436;6
handel_region.437;MULTIPOLYGON (((626530.67 482703.1599999994, 626545.22 482710.5849999994, 626549.1799999999 482702.9649999994, 626534.6 482695.5249999994, 626530.67 482703.1599999994)));437;9
handel_region.438;MULTIPOLYGON (((626112.83 481393.55499999935, 626104.46 481389.11499999935, 626083.1 481429.25499999936, 626085.89 481430.73999999935, 626094.2 481435.1499999994, 626098.85 481426.8999999994, 626096.33 481425.4749999994, 626111.03 481397.00499999936, 626112.83 481393.55499999935)));438;31
handel_region.439;MULTIPOLYGON (((626639.87 481197.38499999937, 626642.0599999999 481204.49499999936, 626646.05 481205.06499999936, 626648.21 481202.63499999937, 626644.04 481188.5349999994, 626641.1 481189.4049999994, 626640.5 481187.30499999935, 626640.6799999999 481186.3449999994, 626637.14 481187.30499999935, 626639.87 481197.38499999937)));439;7
handel_region.440;MULTIPOLYGON (((626542.37 482007.29499999934, 626549.09 481995.92499999935, 626542.49 481992.2199999994, 626537.1799999999 482001.44499999937, 626539.01 482002.61499999935, 626537.87 482004.5199999994, 626542.37 482007.29499999934)));440;6
handel_region.441;MULTIPOLYGON (((626604.74 482045.18499999936, 626612.51 482031.80499999935, 626603.1799999999 482026.3899999994, 626599.85 482024.43999999936, 626594.72 482033.24499999936, 626599.67 482036.10999999935, 626596.97 482040.74499999936, 626604.74 482045.18499999936)));441;13
handel_region.442;MULTIPOLYGON (((626673.65 482081.48499999935, 626664.38 482076.06999999937, 626659.4 482084.7849999994, 626668.73 482090.10999999935, 626673.65 482081.48499999935)));442;7
handel_region.443;MULTIPOLYGON (((627752.03 481165.2249999994, 627743.48 481145.4699999994, 627733.61 481149.74499999936, 627742.16 481169.48499999935, 627752.03 481165.2249999994)));443;15
handel_region.444;MULTIPOLYGON (((627965.42 481178.42499999935, 627980.87 481174.19499999937, 627978.2 481164.5349999994, 627977.63 481162.49499999936, 627962.21 481166.7249999994, 627965.42 481178.42499999935)));444;13
handel_region.445;MULTIPOLYGON (((627918.38 481187.4549999994, 627920.99 481198.62999999936, 627919.73 481198.92999999935, 627920.99 481204.3449999994, 627927.77 481202.7699999994, 627923.9 481186.1649999994, 627918.38 481187.4549999994)));445;7
handel_region.446;MULTIPOLYGON (((627910.52 481224.05499999935, 627912.98 481223.3949999994, 627909.95 481211.93499999936, 627905.84 481209.18999999936, 627894.62 481212.30999999936, 627900.86 481235.24499999936, 627910.76 481232.54499999934, 627912.05 481229.85999999935, 627910.52 481224.05499999935)));446;22
handel_region.447;MULTIPOLYGON (((626142.35 482496.44499999937, 626139.35 482496.7149999994, 626139.74 482501.0949999994, 626137.67 482501.2749999994, 626138.09 482505.8949999994, 626150.0599999999 482504.8449999994, 626149.55 482498.4699999994, 626149.34 482495.93499999936, 626142.35 482496.44499999937)));447;7
handel_region.448;MULTIPOLYGON (((626653.28 482108.2149999994, 626649.26 482113.17999999935, 626671.07 482130.74499999936, 626675.09 482125.7649999994, 626653.28 482108.2149999994)));448;12
handel_region.449;MULTIPOLYGON (((626533.52 482368.25499999936, 626533.16 482362.5849999994, 626523.23 482363.24499999936, 626523.59 482368.92999999935, 626533.52 482368.25499999936)));449;4
handel_region.450;MULTIPOLYGON (((626601.41 482071.2849999994, 626598.77 482075.69499999937, 626600.8099999999 482076.9099999994, 626599.58 482078.9649999994, 626602.97 482081.00499999936, 626606.87 482074.56999999937, 626601.41 482071.2849999994)));450;3
handel_region.451;MULTIPOLYGON (((627509.96 481249.11999999936, 627511.4299999999 481261.55499999935, 627518.03 481260.80499999935, 627516.53 481248.38499999937, 627509.96 481249.11999999936)));451;6
handel_region.452;MULTIPOLYGON (((626092.82 480113.10999999935, 626085.59 480113.7099999994, 626087.12 480132.4149999994, 626094.38 480131.81499999936, 626092.82 480113.10999999935)));452;9
handel_region.453;MULTIPOLYGON (((626915.09 480890.31999999937, 626913.5 480884.1999999994, 626907.44 480885.80499999935, 626909.03 480891.92499999935, 626915.09 480890.31999999937)));453;3
handel_region.454;MULTIPOLYGON (((627155.54 480489.56499999936, 627165.17 480486.0849999994, 627160.07 480472.0149999994, 627150.41 480475.37499999936, 627155.54 480489.56499999936)));454;10
handel_region.455;MULTIPOLYGON (((627363.41 480464.22999999934, 627354.6799999999 480467.69499999937, 627365.96 480496.0149999994, 627374.66 480492.5349999994, 627363.41 480464.22999999934)));455;19
handel_region.456;MULTIPOLYGON (((626029.07 481381.2249999994, 626034.11 481380.81999999937, 626033.42 481372.5249999994, 626036.3 481372.2849999994, 626035.67 481364.5749999994, 626032.58 481364.8299999994, 626032.04 481358.4549999994, 626027.21 481358.87499999936, 626022.32 481359.24999999936, 626024.1799999999 481381.62999999936, 626029.07 481381.2249999994)));456;16
handel_region.457;MULTIPOLYGON (((624505.16 477944.9049999994, 624503.45 477938.73999999935, 624486.2 477943.4649999994, 624487.97 477949.55499999935, 624505.16 477944.9049999994)));457;8
