id;the_geom;ID;POJEMNOSC
handel_region.595;MULTIPOLYGON (((628998.44 481067.61999999936, 629010.2 481070.24499999936, 629013.5599999999 481055.2749999994, 629002.07 481052.8299999994, 629001.14 481056.80499999935, 628998.44 481067.61999999936)));595;12
handel_region.596;MULTIPOLYGON (((629322.17 481264.9149999994, 629322.23 481255.49499999936, 629322.29 481246.37499999936, 629321.9 481246.37499999936, 629321.78 481248.2049999994, 629315.36 481244.2749999994, 629310.8 481241.54499999934, 629310.53 481241.54499999934, 629310.29 481241.54499999934, 629310.29 481244.24499999936, 629310.26 481248.7899999994, 629310.6799999999 481248.80499999935, 629310.6799999999 481252.2849999994, 629310.26 481252.2849999994, 629310.26 481264.80999999936, 629313.2 481264.6599999994, 629322.17 481264.9149999994)));596;16
handel_region.597;MULTIPOLYGON (((629845.7 481364.54499999934, 629853.32 481362.8949999994, 629849.15 481343.7249999994, 629841.53 481345.35999999935, 629845.7 481364.54499999934)));597;10
handel_region.598;MULTIPOLYGON (((629220.5 479569.7049999994, 629231.45 479559.48999999935, 629221.76 479549.54499999934, 629218.88 479552.30499999935, 629223.74 479557.3449999994, 629216.03 479564.9049999994, 629220.5 479569.7049999994)));598;9
handel_region.599;MULTIPOLYGON (((631524.47 478543.8399999994, 631532.33 478539.30999999936, 631529.1799999999 478533.87999999936, 631521.35 478538.42499999935, 631524.47 478543.8399999994)));599;4
handel_region.600;MULTIPOLYGON (((631527.65 478531.4649999994, 631522.1 478522.35999999935, 631515.32 478526.5149999994, 631520.84 478535.60499999934, 631527.65 478531.4649999994)));600;6
handel_region.601;MULTIPOLYGON (((631341.92 478681.0299999994, 631345.49 478687.5399999994, 631353.71 478683.56499999936, 631350.44 478676.81499999936, 631341.92 478681.0299999994)));601;5
handel_region.602;MULTIPOLYGON (((630869.63 478726.11999999936, 630863.39 478713.1449999994, 630849.89 478719.6549999994, 630856.13 478732.62999999936, 630869.63 478726.11999999936)));602;14
handel_region.603;MULTIPOLYGON (((631460.1799999999 478421.18499999936, 631453.25 478409.93499999936, 631445.48 478414.56999999937, 631452.29 478425.92499999935, 631460.1799999999 478421.18499999936)));603;8
handel_region.604;MULTIPOLYGON (((629833.01 475106.24499999936, 629825.3 475107.9099999994, 629827.01 475115.9799999994, 629834.75 475114.31499999936, 629833.01 475106.24499999936)));604;4
handel_region.605;MULTIPOLYGON (((629847.32 475150.49499999936, 629840.48 475151.97999999934, 629842.46 475161.2649999994, 629849.33 475159.7799999994, 629847.32 475150.49499999936)));605;4
handel_region.606;MULTIPOLYGON (((629688.8 475093.62999999936, 629697.8 475092.56499999936, 629696.12 475077.7899999994, 629687.1799999999 475078.8399999994, 629688.8 475093.62999999936)));606;9
handel_region.607;MULTIPOLYGON (((629787.29 475617.75999999937, 629778.95 475618.7199999994, 629773.01 475619.4099999994, 629773.3099999999 475622.1549999994, 629772.35 475622.25999999937, 629773.01 475628.12499999936, 629777.6 475627.61499999935, 629788.28 475626.36999999936, 629787.29 475617.75999999937)));607;9
handel_region.608;MULTIPOLYGON (((629734.88 475285.88499999937, 629734.1 475279.2849999994, 629731.67 475279.56999999937, 629731.28 475276.17999999935, 629724.41 475276.9749999994, 629724.47 475277.43999999936, 629718.41 475278.17499999935, 629719.55 475287.68499999936, 629734.88 475285.88499999937)));608;10
handel_region.609;MULTIPOLYGON (((629711.27 475237.7049999994, 629724.77 475236.23499999935, 629724.11 475229.54499999934, 629723.42 475223.3499999994, 629722.55 475215.99999999936, 629708.12 475217.60499999934, 629708.63 475220.5149999994, 629711.27 475237.7049999994)));609;19
handel_region.610;MULTIPOLYGON (((629585.42 475269.92499999935, 629578.37 475270.7049999994, 629578.28 475269.4749999994, 629576.12 475269.6549999994, 629576.21 475270.88499999937, 629573.1799999999 475271.1999999994, 629574.11 475279.6449999994, 629586.35 475278.29499999934, 629585.42 475269.92499999935)));610;7
handel_region.611;MULTIPOLYGON (((631194.95 478049.5749999994, 631208.72 478041.0249999994, 631202.78 478031.6649999994, 631189.19 478040.10999999935, 631190.57 478042.35999999935, 631194.95 478049.5749999994)));611;12
handel_region.612;MULTIPOLYGON (((631384.52 478335.1449999994, 631386.14 478337.7849999994, 631396.46 478331.5299999994, 631391.21 478322.8899999994, 631390.85 478323.0999999994, 631382.63 478328.2899999994, 631380.98 478329.3249999994, 631381.7 478330.4649999994, 631384.52 478335.1449999994)));612;8
handel_region.613;MULTIPOLYGON (((631390.85 478323.0999999994, 631391.21 478322.8899999994, 631398.08 478318.6599999994, 631391.87 478308.66999999934, 631387.16 478304.93499999936, 631381.67 478308.35499999934, 631390.85 478323.0999999994)));613;9
handel_region.614;MULTIPOLYGON (((631265.24 478160.54499999934, 631278.11 478152.98499999935, 631275.08 478147.8249999994, 631262.1799999999 478155.38499999937, 631265.24 478160.54499999934)));614;6
handel_region.615;MULTIPOLYGON (((631307.72 478035.05499999935, 631299.8 478022.2149999994, 631281.14 478033.6449999994, 631280.54 478036.68999999936, 631286.03 478045.7649999994, 631289.03 478046.5149999994, 631295.48 478042.55499999935, 631307.72 478035.05499999935)));615;24
handel_region.616;MULTIPOLYGON (((631268.36 478165.8249999994, 631281.14 478158.17499999935, 631278.11 478152.98499999935, 631265.24 478160.54499999934, 631268.36 478165.8249999994)));616;6
handel_region.617;MULTIPOLYGON (((631268.36 478165.8249999994, 631271.33 478170.8349999994, 631283.09 478161.4749999994, 631281.14 478158.17499999935, 631268.36 478165.8249999994)));617;5
handel_region.618;MULTIPOLYGON (((631769.78 479370.11499999935, 631766.12 479363.6649999994, 631760.66 479366.75499999936, 631764.38 479373.2199999994, 631769.78 479370.11499999935)));618;3
handel_region.619;MULTIPOLYGON (((632508.59 478254.50499999936, 632502.35 478254.23499999935, 632501.75 478268.54499999934, 632507.99 478268.81499999936, 632508.59 478254.50499999936)));619;6
handel_region.620;MULTIPOLYGON (((633450.74 478280.3349999994, 633442.4299999999 478279.7649999994, 633441.89 478287.4149999994, 633450.2 478287.99999999936, 633450.74 478280.3349999994)));620;4
handel_region.621;MULTIPOLYGON (((633133.3099999999 478233.56499999936, 633126.38 478231.25499999936, 633125.9 478240.56999999937, 633125.33 478252.11999999936, 633132.32 478252.47999999934, 633133.3099999999 478233.56499999936)));621;9
handel_region.622;MULTIPOLYGON (((633021.17 478378.88499999937, 633015.74 478378.55499999935, 633015.08 478389.18999999936, 633020.51 478389.5349999994, 633021.17 478378.88499999937)));622;4
handel_region.623;MULTIPOLYGON (((632952.32 478140.0849999994, 632952.65 478126.7049999994, 632952.89 478115.87499999936, 632951.84 478115.8449999994, 632946.35 478115.7099999994, 632946.14 478124.63499999937, 632945.75 478139.91999999934, 632952.32 478140.0849999994)));623;11
handel_region.624;MULTIPOLYGON (((632544.65 477712.05999999936, 632542.37 477706.5399999994, 632535.23 477709.49499999936, 632537.54 477715.0149999994, 632544.65 477712.05999999936)));624;3
handel_region.625;MULTIPOLYGON (((632523.32 477716.79999999935, 632522.09 477712.73499999935, 632518.94 477713.6649999994, 632517.95 477710.30499999935, 632513.8099999999 477711.54999999935, 632516 477719.00499999936, 632520.05 477717.80499999935, 632520.17 477718.25499999936, 632520.5599999999 477718.1499999994, 632522.96 477717.42999999935, 632522.8099999999 477716.9499999994, 632523.32 477716.79999999935)));625;3
handel_region.626;MULTIPOLYGON (((618763.07 475263.44499999937, 618764.18 475266.29499999934, 618770.12 475263.98499999935, 618768.59 475259.9049999994, 618765.29 475261.13499999937, 618764.27 475258.61499999935, 618762.47 475259.3349999994, 618760.43 475254.17499999935, 618763.04 475253.12499999936, 618761.3 475248.74499999936, 618755.72 475250.9499999994, 618760.94 475264.31499999936, 618763.07 475263.44499999937)));626;6
handel_region.627;MULTIPOLYGON (((629631.26 474788.4099999994, 629629.55 474779.1999999994, 629606.9299999999 474783.38499999937, 629602.16 474762.56499999936, 629595.8 474763.94499999937, 629602.55 474793.73499999935, 629631.26 474788.4099999994)));627;28
handel_region.628;MULTIPOLYGON (((623443.3099999999 478890.3249999994, 623454.2 478886.30499999935, 623452.91 478882.79499999934, 623441.87 478886.73999999935, 623443.3099999999 478890.3249999994)));628;3
handel_region.629;MULTIPOLYGON (((623445.5599999999 478901.25999999937, 623447.45 478900.5249999994, 623457.98 478896.50499999936, 623456.54 478892.36499999935, 623445.5 478896.29499999934, 623443.3099999999 478890.3249999994, 623439.74 478891.67499999935, 623442.02 478897.73499999935, 623444.09 478896.98499999935, 623444.36 478898.1399999994, 623445.5599999999 478901.25999999937)));629;6
handel_region.630;MULTIPOLYGON (((628777.01 480113.49999999936, 628783.82 480106.8399999994, 628777.46 480100.37499999936, 628770.65 480107.0349999994, 628777.01 480113.49999999936)));630;6
handel_region.631;MULTIPOLYGON (((628779.65 480165.60999999935, 628773.02 480159.00999999937, 628768.28 480163.7649999994, 628774.94 480170.36499999935, 628779.65 480165.60999999935)));631;4
handel_region.632;MULTIPOLYGON (((628546.4 480205.05999999936, 628553.36 480198.30999999936, 628550.1799999999 480195.0249999994, 628548.92 480196.25499999936, 628541.96 480189.0849999994, 628532.72 480198.0399999994, 628539.6799999999 480205.2099999994, 628538.57 480206.2749999994, 628544.03 480211.9149999994, 628548.65 480207.4149999994, 628546.4 480205.05999999936)));632;15
handel_region.633;MULTIPOLYGON (((628578.89 480431.69499999937, 628577.9 480423.56499999936, 628576.82 480423.68499999936, 628575.98 480416.75499999936, 628571.42 480417.2799999994, 628571.78 480420.80499999935, 628572.2 480424.25499999936, 628569.77 480424.55499999935, 628570.79 480432.66999999934, 628578.89 480431.69499999937)));633;7
handel_region.634;MULTIPOLYGON (((628587.74 480417.3249999994, 628586.72 480409.73499999935, 628580.0599999999 480410.61999999936, 628581.08 480418.2249999994, 628587.74 480417.3249999994)));634;3
handel_region.635;MULTIPOLYGON (((628787.87 480090.35499999934, 628786.3099999999 480088.73499999935, 628784.33 480090.62499999936, 628785.89 480092.24499999936, 628781.15 480096.80499999935, 628787.54 480103.43499999936, 628794.23 480096.98499999935, 628787.87 480090.35499999934)));635;6
handel_region.636;MULTIPOLYGON (((635458.25 475061.0199999994, 635458.04 475045.6449999994, 635457.98 475042.9749999994, 635450.78 475043.0799999994, 635451.02 475061.12499999936, 635456.9 475061.06499999936, 635458.25 475061.0199999994)));636;9
handel_region.637;MULTIPOLYGON (((635424.74 474643.4649999994, 635430.62 474642.6999999994, 635430.41 474641.0199999994, 635446.13 474638.9649999994, 635446.55 474642.0999999994, 635456.63 474640.79499999934, 635455.13 474629.30499999935, 635423.45 474633.42999999935, 635423.51 474634.0899999994, 635424.74 474643.4649999994)));637;21
handel_region.638;MULTIPOLYGON (((635443.25 474788.24499999936, 635418.32 474791.61999999936, 635419.88 474803.4699999994, 635424.08 474802.9149999994, 635444.78 474800.12499999936, 635443.97 474793.8249999994, 635443.25 474788.24499999936)));638;20
handel_region.639;MULTIPOLYGON (((633381.17 474684.92499999935, 633382.55 474671.91999999934, 633362.72 474669.6999999994, 633361.25 474682.68999999936, 633381.17 474684.92499999935)));639;17
handel_region.640;MULTIPOLYGON (((628726.4299999999 480244.56999999937, 628725.59 480244.0899999994, 628723.19 480243.12999999936, 628723.4 480244.92999999935, 628719.5 480245.3949999994, 628715.0599999999 480245.93499999936, 628716.05 480254.2749999994, 628720.52 480253.74999999936, 628728.23 480252.8349999994, 628728.29 480253.2249999994, 628732.46 480252.74499999936, 628731.41 480243.98499999935, 628726.4299999999 480244.56999999937)));640;10
handel_region.641;MULTIPOLYGON (((628181.21 480835.3449999994, 628186.01 480829.1649999994, 628172 480818.2749999994, 628167.11 480824.55999999936, 628169.51 480826.43499999936, 628167.29 480829.31499999936, 628169.99 480831.42999999935, 628171.3099999999 480829.7649999994, 628173.5 480831.4749999994, 628174.52 480830.1549999994, 628181.21 480835.3449999994)));641;10
handel_region.642;MULTIPOLYGON (((629774.57 475076.0349999994, 629762 475078.79499999934, 629765.87 475096.35999999935, 629768.9299999999 475095.6999999994, 629769.59 475098.74499999936, 629775.62 475097.42499999935, 629774.96 475094.3499999994, 629778.38 475093.5999999994, 629774.57 475076.0349999994)));642;17
handel_region.643;MULTIPOLYGON (((629033.51 476239.80999999936, 629036.12 476231.99499999936, 629025.6799999999 476228.48499999935, 629025.74 476233.23999999935, 629027.15 476233.7049999994, 629025.95 476237.2899999994, 629033.51 476239.80999999936)));643;5
handel_region.644;MULTIPOLYGON (((628512.5 480502.7199999994, 628511 480495.17499999935, 628490.09 480499.37499999936, 628491.59 480506.9049999994, 628512.5 480502.7199999994)));644;11
handel_region.645;MULTIPOLYGON (((628577.69 480395.8299999994, 628578.74 480404.1399999994, 628585.73 480403.2099999994, 628584.74 480394.9749999994, 628577.69 480395.8299999994)));645;4
handel_region.646;MULTIPOLYGON (((629781.71 475467.8949999994, 629791.1 475466.81499999936, 629788.94 475454.00499999936, 629787.92 475454.1549999994, 629786.99 475447.8999999994, 629774.1799999999 475449.7749999994, 629775.11 475456.04499999934, 629779.88 475455.3399999994, 629781.71 475467.8949999994)));646;13
handel_region.647;MULTIPOLYGON (((629703.74 475467.17499999935, 629702.0599999999 475453.2849999994, 629696.09 475454.00499999936, 629697.77 475467.92499999935, 629703.74 475467.17499999935)));647;6
handel_region.648;MULTIPOLYGON (((629759.9 475458.8499999994, 629758.73 475448.87499999936, 629736.23 475451.4099999994, 629737.4 475461.4149999994, 629759.9 475458.8499999994)));648;15
handel_region.649;MULTIPOLYGON (((630015.59 476172.7149999994, 630013.76 476163.5949999994, 630007.52 476164.8399999994, 630009.38 476174.0349999994, 630015.59 476172.7149999994)));649;4
handel_region.650;MULTIPOLYGON (((629865.23 475457.60499999934, 629863.64 475450.3449999994, 629861.69 475450.7649999994, 629858.75 475437.4749999994, 629850.71 475439.24499999936, 629848.73 475442.4099999994, 629852.3 475460.4549999994, 629865.23 475457.60499999934)));650;16
handel_region.651;MULTIPOLYGON (((629494.25 476167.10499999934, 629500.88 476166.35499999934, 629504.09 476165.99499999936, 629502.5 476152.2849999994, 629492.72 476153.36499999935, 629494.25 476167.10499999934)));651;9
handel_region.652;MULTIPOLYGON (((629658.11 476238.81999999937, 629659.79 476255.4699999994, 629664.98 476254.9599999994, 629664.86 476254.04499999934, 629669.75 476253.56499999936, 629668.04 476237.7249999994, 629666.45 476237.9049999994, 629658.11 476238.81999999937)));652;11
handel_region.653;MULTIPOLYGON (((629508.41 473854.4799999994, 629531.63 473848.7049999994, 629526.17 473826.8949999994, 629502.95 473832.6549999994, 629496.83 473834.2149999994, 629499.35 473844.1449999994, 629500.13 473843.9499999994, 629500.94 473847.24999999936, 629500.16 473847.44499999937, 629502.29 473856.00999999937, 629508.41 473854.4799999994)));653;45
handel_region.654;MULTIPOLYGON (((622835.21 470215.73499999935, 622847.66 470229.62499999936, 622856.15 470222.00499999936, 622843.67 470208.12999999936, 622835.21 470215.73499999935)));654;14
handel_region.655;MULTIPOLYGON (((623712.92 471192.92499999935, 623708.72 471195.00999999937, 623712.71 471203.06499999936, 623716.91 471200.99499999936, 623712.92 471192.92499999935)));655;3
handel_region.656;MULTIPOLYGON (((623444.75 479304.44499999937, 623440.46 479306.5749999994, 623441 479307.6549999994, 623444.24 479314.13499999937, 623444.9299999999 479315.55999999936, 623448.95 479323.5999999994, 623449.7 479325.0849999994, 623452.34 479323.7649999994, 623447.6 479314.23999999935, 623449.07 479313.50499999936, 623450.54 479312.7849999994, 623449.28 479310.18999999936, 623447.9299999999 479310.8499999994, 623444.75 479304.44499999937)));656;6
handel_region.657;MULTIPOLYGON (((622489.82 477205.7799999994, 622489.28 477228.8949999994, 622494.5 477229.0149999994, 622494.83 477215.54499999934, 622495.01 477205.92999999935, 622489.82 477205.7799999994)));657;8
handel_region.658;MULTIPOLYGON (((624208.55 481296.7149999994, 624201.08 481298.8449999994, 624202.16 481302.50499999936, 624201.8 481302.5949999994, 624202.91 481306.8249999994, 624200.87 481307.4099999994, 624201.95 481311.3249999994, 624203.96 481310.75499999936, 624205.01 481314.62499999936, 624205.76 481317.4749999994, 624207.5599999999 481318.5849999994, 624214.04 481316.73999999935, 624212.9 481312.56999999937, 624212.72 481311.9549999994, 624209.57 481300.4049999994, 624208.55 481296.7149999994)));658;12
handel_region.659;MULTIPOLYGON (((627937.79 480578.3949999994, 627934.01 480563.1999999994, 627928.61 480564.54999999935, 627932.39 480579.74499999936, 627937.79 480578.3949999994)));659;6
handel_region.660;MULTIPOLYGON (((622604 477978.62499999936, 622603.67 477978.98499999935, 622610.03 477984.8349999994, 622610.51 477984.29499999934, 622617.2 477976.98999999935, 622610.84 477971.1549999994, 622611.6799999999 477970.31499999936, 622609.04 477967.8999999994, 622608.47 477968.54499999934, 622602.62 477974.93499999936, 622601.69 477975.9699999994, 622603.46 477977.55999999936, 622603.16 477977.87499999936, 622604 477978.62499999936)));660;9
handel_region.661;MULTIPOLYGON (((622626.41 477995.69499999937, 622632.41 477989.2149999994, 622630.34 477987.29499999934, 622627.25 477984.4749999994, 622626.47 477985.2849999994, 622620.35 477991.9749999994, 622619.69 477992.63499999937, 622622.75 477995.4549999994, 622624.34 477993.7749999994, 622626.41 477995.69499999937)));661;5
handel_region.662;MULTIPOLYGON (((622445.27 478103.2149999994, 622445.12 478108.5399999994, 622453.49 478108.68999999936, 622453.55 478106.99499999936, 622450.97 478106.2149999994, 622451.0599999999 478103.37999999936, 622448.42 478103.30499999935, 622448.51 478092.60999999935, 622445.39 478092.5199999994, 622445.33 478098.29499999934, 622445.27 478103.2149999994)));662;5
handel_region.663;MULTIPOLYGON (((629583.47 474100.1649999994, 629587.76 474115.5849999994, 629593.79 474113.9049999994, 629589.5 474098.48499999935, 629583.47 474100.1649999994)));663;7
handel_region.664;MULTIPOLYGON (((625541.51 472804.8399999994, 625533.32 472813.0149999994, 625543.61 472823.31999999937, 625551.8 472815.1449999994, 625541.51 472804.8399999994)));664;11
handel_region.665;MULTIPOLYGON (((621472.13 479322.2049999994, 621480.41 479320.1499999994, 621484.64 479319.0999999994, 621475.79 479283.36999999936, 621463.22 479286.5349999994, 621472.13 479322.2049999994)));665;32
handel_region.666;MULTIPOLYGON (((623170.88 478997.2149999994, 623166.38 478986.87999999936, 623161.01 478989.29499999934, 623160.53 478988.12499999936, 623154.5 478990.7649999994, 623155.61 478993.43499999936, 623156.48 478994.37999999936, 623157.2 478994.9499999994, 623158.64 478997.06499999936, 623159.3 478997.60499999934, 623159.87 478998.35499999934, 623161.37 479001.42999999935, 623170.88 478997.2149999994)));666;9
handel_region.667;MULTIPOLYGON (((623460.05 478828.13499999937, 623454.35 478812.4749999994, 623448.11 478814.75499999936, 623453.87 478830.2049999994, 623460.05 478828.13499999937)));667;7
handel_region.668;MULTIPOLYGON (((623304.59 478939.8399999994, 623305.91 478939.2249999994, 623303.42 478933.7649999994, 623302.22 478934.31999999937, 623301.65 478933.04499999934, 623296.16 478935.56499999936, 623296.64 478936.7649999994, 623295.44 478937.31999999937, 623297.75 478942.7799999994, 623299.01 478942.23999999935, 623299.55 478943.54499999934, 623305.16 478941.11499999935, 623304.59 478939.8399999994)));668;5
handel_region.669;MULTIPOLYGON (((622292.93 478653.05499999935, 622295.15 478658.30499999935, 622297.73 478657.19499999937, 622299.5 478661.3349999994, 622307.96 478657.6599999994, 622303.94 478648.37499999936, 622292.93 478653.05499999935)));669;7
handel_region.670;MULTIPOLYGON (((623522.63 479100.36999999936, 623524.34 479105.00499999936, 623516.33 479108.1549999994, 623518.4299999999 479113.85499999934, 623520.74 479120.06499999936, 623536.67 479114.0799999994, 623537.99 479110.8999999994, 623537.54 479110.73499999935, 623532.08 479096.73999999935, 623522.63 479100.36999999936)));670;19
handel_region.671;MULTIPOLYGON (((623184.65 477849.98499999935, 623184.8 477841.6599999994, 623178.83 477841.55499999935, 623178.6799999999 477849.86499999935, 623179.49 477849.8349999994, 623184.65 477849.98499999935)));671;3
handel_region.672;MULTIPOLYGON (((623184.8 477841.6599999994, 623185.19 477822.8949999994, 623178.98 477822.75999999937, 623178.59 477841.5249999994, 623178.83 477841.55499999935, 623184.8 477841.6599999994)));672;8
handel_region.673;MULTIPOLYGON (((622814.36 479324.30499999935, 622819.64 479321.99499999936, 622817.75 479317.7049999994, 622828.85 479312.8449999994, 622826.42 479307.29499999934, 622810.04 479314.49499999936, 622814.36 479324.30499999935)));673;9
handel_region.674;MULTIPOLYGON (((622740.74 478934.0949999994, 622726.4299999999 478940.42499999935, 622729.4299999999 478946.9649999994, 622742.45 478940.99499999936, 622745.45 478947.24999999936, 622752.6799999999 478944.1449999994, 622747.94 478933.5999999994, 622746.95 478931.36499999935, 622740.74 478934.0949999994)));674;14
handel_region.675;MULTIPOLYGON (((622610.45 478699.2849999994, 622615.49 478710.9549999994, 622621.28 478708.50999999937, 622614.32 478691.9049999994, 622608.32 478694.5299999994, 622610.45 478699.2849999994)));675;8
handel_region.676;MULTIPOLYGON (((622585.55 478635.98499999935, 622582.07 478628.22999999934, 622577.27 478630.4049999994, 622579.04 478634.36499999935, 622578.14 478634.7849999994, 622578.17 478634.8899999994, 622578.26 478635.05499999935, 622579.82 478638.50499999936, 622585.55 478635.98499999935)));676;3
handel_region.677;MULTIPOLYGON (((622718.69 478084.4649999994, 622726.7 478075.68999999936, 622717.25 478067.0349999994, 622716.53 478067.7249999994, 622716.77 478067.9649999994, 622710.77 478074.5949999994, 622709.48 478076.00499999936, 622718.69 478084.4649999994)));677;10
handel_region.678;MULTIPOLYGON (((618639.2 475468.7799999994, 618633.71 475469.18499999936, 618635.45 475491.23499999935, 618638.51 475490.93499999936, 618638.75 475493.63499999937, 618653 475492.49499999936, 618651.02 475467.8949999994, 618639.2 475468.7799999994)));678;28
handel_region.679;MULTIPOLYGON (((618574.85 475576.2099999994, 618603.02 475575.44499999937, 618605.51 475575.3249999994, 618609.5599999999 475571.48499999935, 618616.91 475571.12499999936, 618616.58 475565.16999999934, 618610.04 475565.5749999994, 618610.04 475565.4549999994, 618604.55 475565.7849999994, 618604.55 475565.63499999937, 618599.0599999999 475565.9649999994, 618599.0599999999 475565.8299999994, 618593.57 475566.1449999994, 618593.54 475566.00999999937, 618588.23 475566.05499999935, 618588.2 475565.9049999994, 618582.35 475566.0249999994, 618582.41 475569.5799999994, 618574.64 475569.81999999937, 618574.85 475576.2099999994)));679;23
handel_region.680;MULTIPOLYGON (((618615.98 475674.50499999936, 618615.8 475642.11999999936, 618607.43 475642.1649999994, 618599.39 475642.19499999937, 618599.45 475652.0799999994, 618598.55 475652.0949999994, 618598.61 475662.3249999994, 618602.54 475662.30999999936, 618602.57 475668.75999999937, 618602.6 475674.56499999936, 618607.61 475674.54999999935, 618615.98 475674.50499999936)));680;33
handel_region.681;MULTIPOLYGON (((626186.57 480883.5849999994, 626179.73 480862.0749999994, 626167.28 480865.92999999935, 626173.97 480887.49999999936, 626186.57 480883.5849999994)));681;20
handel_region.682;MULTIPOLYGON (((626741.9299999999 480442.2849999994, 626747.66 480440.75499999936, 626751.86 480439.7649999994, 626751.32 480437.12499999936, 626752.25 480435.81999999937, 626751.6799999999 480433.67499999935, 626750.21 480433.2249999994, 626749.4299999999 480430.10499999934, 626733.62 480433.9599999994, 626734.1 480437.8899999994, 626740.94 480436.8249999994, 626741.9299999999 480442.2849999994)));682;9
handel_region.683;MULTIPOLYGON (((626822.57 480408.6999999994, 626818.37 480393.3249999994, 626809.94 480395.42499999935, 626811.86 480403.04499999934, 626813.9299999999 480410.8899999994, 626822.57 480408.6999999994)));683;9
handel_region.684;MULTIPOLYGON (((627336.92 480390.98499999935, 627346.97 480386.93499999936, 627344.51 480380.54499999934, 627340.73 480382.0749999994, 627333.77 480364.94499999937, 627327.47 480367.5399999994, 627335.8099999999 480388.25499999936, 627336.92 480390.98499999935)));684;13
handel_region.685;MULTIPOLYGON (((626910.59 480296.5149999994, 626899.01 480299.2749999994, 626901.38 480309.3249999994, 626912.87 480306.62499999936, 626910.59 480296.5149999994)));685;8
handel_region.686;MULTIPOLYGON (((626979.29 481102.73499999935, 626979.23 481102.49499999936, 626961.86 481106.1999999994, 626964.02 481116.00999999937, 626978.27 481113.0849999994, 626977.04 481106.9649999994, 626979.98 481106.22999999934, 626979.29 481102.73499999935)));686;11
handel_region.687;MULTIPOLYGON (((626563.25 482366.43999999936, 626563.58 482371.73499999935, 626574.11 482371.0149999994, 626573.75 482365.73499999935, 626563.25 482366.43999999936)));687;4
handel_region.688;MULTIPOLYGON (((627454.46 480410.9649999994, 627460.04 480409.2249999994, 627467.54 480406.9149999994, 627467.3 480406.2249999994, 627462.05 480389.9049999994, 627448.88 480393.9549999994, 627454.46 480410.9649999994)));688;16
handel_region.689;MULTIPOLYGON (((625858.37 480689.1399999994, 625853.45 480690.62499999936, 625848.65 480692.12499999936, 625843.88 480693.62499999936, 625839.11 480695.12499999936, 625834.34 480696.62499999936, 625829.6 480698.12499999936, 625824.17 480699.75999999937, 625826.24 480706.4499999994, 625831.64 480704.7849999994, 625836.41 480703.3299999994, 625841.1799999999 480701.85999999935, 625845.98 480700.4049999994, 625850.75 480698.93499999936, 625855.52 480697.4649999994, 625860.44 480695.9649999994, 625858.37 480689.1399999994)));689;17
handel_region.690;MULTIPOLYGON (((620578.52 481586.10999999935, 620585.75 481583.4099999994, 620583.92 481578.44499999937, 620576.75 481581.17499999935, 620578.52 481586.10999999935)));690;3
handel_region.691;MULTIPOLYGON (((628958 475135.4049999994, 628957.25 475128.3249999994, 628932.2 475130.99499999936, 628932.47 475133.43999999936, 628934.33 475133.24499999936, 628934.9 475137.86499999935, 628950.2 475136.22999999934, 628958 475135.4049999994)));691;11
handel_region.692;MULTIPOLYGON (((629185.4 475484.1999999994, 629170.94 475485.92499999935, 629171.54 475490.8299999994, 629185.97 475489.10499999934, 629185.4 475484.1999999994)));692;5
handel_region.693;MULTIPOLYGON (((629726.12 475339.47999999934, 629735.3 475338.5349999994, 629734.76 475333.5849999994, 629733.35 475320.44499999937, 629724.2 475321.43499999936, 629726.12 475339.47999999934)));693;11
handel_region.694;MULTIPOLYGON (((629370.98 475619.3349999994, 629393.99 475616.5749999994, 629392.88 475607.0949999994, 629369.84 475609.7649999994, 629370.98 475619.3349999994)));694;15
handel_region.695;MULTIPOLYGON (((629987.69 475423.1649999994, 629987.57 475422.6549999994, 629972.8099999999 475425.7749999994, 629974.7 475434.66999999934, 629989.46 475431.5349999994, 629987.69 475423.1649999994)));695;9
handel_region.696;MULTIPOLYGON (((629978.3 475758.62499999936, 630001.88 475753.5249999994, 629999.72 475743.44499999937, 629969.54 475749.93999999936, 629974.1 475771.2099999994, 629980.7 475769.7699999994, 629978.87 475761.24999999936, 629978.3 475758.62499999936)));696;26
handel_region.697;MULTIPOLYGON (((629985.6799999999 476008.5249999994, 629991.53 476007.29499999934, 629989.94 475999.6599999994, 629984.09 476000.87499999936, 629985.6799999999 476008.5249999994)));697;3
handel_region.698;MULTIPOLYGON (((629237.0599999999 479495.54499999934, 629233.1 479491.31499999936, 629227.67 479496.38499999937, 629231.57 479500.68999999936, 629237.0599999999 479495.54499999934)));698;3
handel_region.699;MULTIPOLYGON (((629172.02 476256.2199999994, 629170.91 476247.72999999934, 629154.5599999999 476249.8449999994, 629155.67 476258.3949999994, 629172.02 476256.2199999994)));699;9
handel_region.700;MULTIPOLYGON (((625687.37 481578.93999999936, 625687.67 481582.6449999994, 625699.88 481581.5799999994, 625699.55 481577.87499999936, 625687.37 481578.93999999936)));700;3
handel_region.701;MULTIPOLYGON (((625751.15 480834.48999999935, 625752.86 480839.75499999936, 625760.12 480837.4149999994, 625758.41 480832.13499999937, 625751.15 480834.48999999935)));701;3
